dlga_start:close_window|Warning: This line is never displayed. It is just for storing conversation variables.
dlga_lord_suggest_action:lord_suggest_attack_enemy_castle|Lasst uns eine feindliche Stadt oder Burg angreifen.
dlga_lord_suggest_action:lord_suggest_go_to_friendly_town|Lasst uns zu einer verbündeten Stadt zurückkehren.
dlga_lord_suggest_action:lord_suggest_attack_enemy_party|Lasst uns eine feindliche Streitmacht angreifen.
dlga_lord_suggest_action:lord_suggest_lift_siege|Lasst uns diese Belagerung aufheben.
dlga_lord_suggest_action:lord_suggest_follow_me|Folgt mir.
dlga_lord_suggest_action:lord_suggest_follow_other|Folgt jemandem.
dlga_lord_suggest_action:lord_suggest_raid_village|Überfallt ein Dorf.
dlga_lord_suggest_action:lord_pretalk|Like me.
dlga_lord_suggest_lift_siege:close_window|Wir Ihr wünscht, {playername}.
dlga_lord_suggest_go_to_friendly_town:lord_suggest_go_to_friendly_town2|Hmmm. In welche Stadt oder Burg sollen wir uns begeben?
dlga_lord_suggest_go_to_friendly_town2:lord_suggest_go_to_friendly_town3|{s1}
dlga_lord_suggest_go_to_friendly_town2:lord_pretalk|Schon gut.
dlga_lord_suggest_go_to_friendly_town3:lord_pretalk|Nun gut, lasst uns nach {s1} ziehen.
dlga_lord_suggest_attack_enemy_party:lord_suggest_attack_enemy_party2|Hmmm. Welche Streitmacht sollen wir angreifen?
dlga_lord_suggest_attack_enemy_party2:lord_suggest_attack_enemy_party3|{s1} von {s2}, in der Umgebung von {s3}.
dlga_lord_suggest_attack_enemy_party2:lord_pretalk|Schon gut.
dlga_lord_suggest_attack_enemy_party3:lord_pretalk|Wie Ihr wünscht, wir werden {s1} angreifen.
dlga_lord_suggest_attack_enemy_castle:lord_suggets_attack_enemy_castle2|Hmmm. Welche von ihnen sollen wir angreifen?
dlga_lord_suggets_attack_enemy_castle2:lord_suggets_attack_enemy_castle3|{s1} von {s2}
dlga_lord_suggets_attack_enemy_castle2:lord_pretalk|Schon gut, mein Fürst.
dlga_lord_suggets_attack_enemy_castle3:lord_pretalk|Das sollte möglich sein. Nun gut, wir werden {s1} angreifen.
dlga_lord_suggest_raid_village:lord_suggest_raid_village_2|Hmmm. Welches Dorf sollen wir angreifen?
dlga_lord_suggest_raid_village_2:lord_suggest_raid_village_3|{s1} von {s2}
dlga_lord_suggest_raid_village_2:lord_pretalk|Schon gut.
dlga_lord_suggest_raid_village_3:lord_pretalk|Das sollte möglich sein. Nun gut, wir werden {s1} angreifen.
dlga_lord_suggest_follow_me:lord_pretalk|Gut, ich werde Euch folgen.
dlga_lord_suggest_follow_other:lord_suggest_follow_other_2|Wem soll ich folgen?
dlga_lord_suggest_follow_other_2:lord_suggest_follow_other_3|{s1}
dlga_lord_suggest_follow_other_2:lord_pretalk|Schon gut.
dlga_lord_suggest_follow_other_3:lord_pretalk|Wir Ihr wünscht, ich werde {s1} begleiten.
dlga_lord_suggest_action:lord_pretalk.1|Nichts, {s65}. Es ist nicht wichtig.
dlga_lord_request_mission_ask:lord_propose_mercenary|Warning: This line should never display.
dlga_lord_propose_mercenary:lord_mercenary_service|{playername}, zufälligerweise haben ich {s10} versprochen, dass ich einen Trupp Landsknechte für einen bevorstehenden Feldzug anwerben würde. Was haltet Ihr davon, Euch als Landsknechthauptmann in den Dienst von {s9} zu stellen? Ich habe keine Zweifel daran, dass Ihr der Aufgabe gewachsen wäret.
dlga_lord_mercenary_service:lord_mercenary_service_reject|Ich bin nicht interessiert, vielen Dank.
dlga_lord_mercenary_service:lord_mercenary_service_accept|Wohlan, ich schließe mich {s9} an.
dlga_lord_mercenary_service:lord_mercenary_elaborate_pay|Ich bin interessiert. Bitte erzählt mir mehr darüber.
dlga_lord_mercenary_service_accept:lord_mercenary_service_verify|Perfekt. Natürlich müsst Ihr vorher einen formellen Treueschwur ableisten und Euer Ehrenwort geben, dass Ihr und Euer Trupp für einen Zeitraum von nicht weniger als drei Monaten im Sold von {s9} stehen werdet.
dlga_lord_mercenary_service_verify:lord_mercenary_service_verify_2|Wir Ihr wünscht. Eure Feinde sind auch meine Feinde.
dlga_lord_mercenary_service_verify:lord_mercenary_service_reject|Bei näherem Nachdenken lieber doch nicht.
dlga_lord_mercenary_service_verify_2:lord_mercenary_service_accept_3|Das wird ausreichen. Ihr habt eine kluge Entscheidung getroffen, mein Freund. {s9} bezahlt seine loyalen Kämpfer gut, und Ihr werdet viele Belohnungen für Eure Dienste erhalten.
dlga_lord_mercenary_service_accept_3:lord_pretalk|Nun schlage ich vor, dass Ihr Euch für den nächsten Feldzug vorbereitet. Trainiert und wappnet Eure Mannen in Zwischenzeit so gut wie möglich, und meldet Euch schnell zur Stelle, wenn Ihr zum Dienst herbeigerufen werdet.
dlga_lord_mercenary_service_reject:lord_pretalk|Es grämt mich sehr, das zu hören. Besser als bei {s9} wird es Euch nirgends ergehen.
dlga_lord_mercenary_elaborate_pay:lord_mercenary_elaborate_1|Ich kann Euch einen Kontrakt über drei Monate anbieten. Nach Ablauf dieser Frist kann er von Monat zu Monat verlängert werden. Zur Besiegelung des Kontrakts wird Euch ein Vorschuss von {reg12} Dinaren gezahlt. Danach erhaltet Ihr abhängend von der Zahl und Qualität der Soldaten in Eurem Trupp wöchentliche Zahlungen ab {s10}. Ihr behaltet Euer Recht auf das Beutegut nach Gefechten und auf die Gefangenen, die Ihr macht. Krieg kann manchmal sehr profitabel sein ...
dlga_lord_mercenary_service_elaborate_duty:lord_mercenary_elaborate_1|Verpflichtungen ... es gibt nur einige wenige, und keine von ihnen ist schwieriger Natur: Zuerst müsst Ihr unserer Sache die Treue schwören. Danach müsst Ihr bestimmte Verantwortungen übernehmen. So zum Beispiels werdet Ihr an Feldzügen teilnehmen und alle Aufträge erfüllen, die Ihr von Euren Befehlshabern erhaltet. Und natürlich müsst Ihr die Feinde unseres Königreichs angreifen, wo immer Ihr sie findet.
dlga_lord_mercenary_elaborate_1:lord_mercenary_service_elaborate_duty|Und was ist mit meinen Pflichten als Landsknecht?
dlga_lord_mercenary_elaborate_1:lord_mercenary_elaborate_castle|Kann ich eroberte Burgen behalten?
dlga_lord_mercenary_elaborate_1:lord_mercenary_elaborate_banner|Darf ich mein eigenes Banner führen?
dlga_lord_mercenary_elaborate_1:lord_mercenary_elaborate_pay|Wie viel werdet Ihr mir für meine Dienste zahlen?
dlga_lord_mercenary_elaborate_1:lord_mercenary_service_accept|Klingt gut. Ich möchte als Landsknecht in Eure Dienste treten.
dlga_lord_mercenary_elaborate_1:lord_mercenary_service_reject|Verzeiht, doch ich kämpfe nicht für den Meistbietenden.
dlga_lord_mercenary_elaborate_castle:lord_mercenary_elaborate_1|Der Besitz von Ländereien und Burgen in meinem Königreich ist meinen treuen Vasallen vorbehalten. Ein Landsknecht kann nicht mit solch einer Verantwortung betraut werden. Nach einiger Zeit in meinen Diensten könnt Ihr mir jedoch die Treue schwören und einer meiner Vasallen werden, worauf Ihr ein Lehen erhaltet.
dlga_lord_mercenary_elaborate_castle:lord_mercenary_elaborate_1.1|Nur loyale Vasallen von {s10} können Ländereien und Burgen besitzen. Ihr werdet schon verstehen, dass ein einfacher Landsknecht nicht mit einer derartigen Verantwortung betraut werden kann. Nach einiger Zeit im Landsknechtsdienst könnt Ihr Euch jedoch das Recht verdienen, einen Treueschwur auf {s10} abzuleisten, und sein Vasall zu werden, worauf Ihr ein Lehen erhaltet.
dlga_lord_mercenary_elaborate_banner:lord_mercenary_elaborate_1|Nur meine noblen Vasallen haben das Recht, Ihre eigenen Banner zu führen. Nach einiger Zeit im Landsknechtsdienst könnt Ihr Euch jedoch das Recht verdienen, einen Treueschwur auf mich abzuleisten, und mein treuer Vasall zu werden. Danach dürft Ihr ein eigenes Banner führen und mit ihm in die Schlacht reiten.
dlga_lord_mercenary_elaborate_banner:lord_mercenary_elaborate_1.1|Nur meine noblen Vasallen haben das Recht, Ihre eigenen Banner zu führen. Nach einiger Zeit im Landsknechtsdienst könnt Ihr Euch vielleicht jedoch das Recht verdienen, einen Treueschwur auf {s10} abzuleisten, und sein Vasall zu werden. Danach dürft Ihr ein eigenes Banner führen und mit ihm in die Schlacht reiten.
dlga_lord_request_mission_ask:lord_pretalk|{playername}, Ihr habt die letzte Aufgabe, die ich Euch gegeben habe, immer noch nicht erfüllt. Daran solltet Ihr arbeiten, nicht mich um neue Aufgaben bitten.
dlga_lord_request_mission_ask:lord_pretalk.1|Momentan habe ich keinen anderen Aufgaben für Euch.
dlga_lord_request_mission_ask:lord_tell_mission|Eine Aufgabe?
dlga_lord_tell_mission:lord_mission_deliver_message|Ich muss {s13}, der sich momentan in {s4} aufhalten sollte, einen Brief schicken. Würdet Ihr ihn für mich abliefern, falls Ihr in diese Richtung reist? Er muss den Brief innerhalb von 30 Tagen in den Händen halten.
dlga_lord_mission_deliver_message:lord_mission_deliver_message_accepted|Gewiss, ich werde an {s4} vorbeikommen und die Überbringung des Briefes sollte kein Problem darstellen.
dlga_lord_mission_deliver_message:lord_mission_deliver_message_rejected|{s65}, ich bezweifle, {s13} in nächster Zeit zu sehen. Ihr tätet besser daran, jemand anderen zu schicken.
dlga_lord_mission_deliver_message:lord_mission_deliver_message_rejected_rudely|Herr, ich bin kein Laufbursche. Werbt einen Boten für Euren Kleinkram an.
dlga_lord_mission_deliver_message_accepted:close_window|Ich weiß es zu schätzen, {playername}. Hier ist der Brief und ein kleiner Geldbetrag für Eure Reisekosten. Grüßt {s13} von mir, wenn Ihr ihn seht.
dlga_lord_mission_deliver_message_rejected:lord_pretalk|Ah, nun gut. Ich werde sicherlich jemand anderen für diese Aufgabe finden können.
dlga_lord_mission_deliver_message_rejected_rudely:lord_mission_deliver_message_rejected_rudely_2|Hmmm, ist dies Eure Art, auf eine höfliche Bitte um einen kleinen Gefallen zu antworten? Ein schändliches Benehmen, {playername}. Ich ahnte nicht, dass Ihr beleidigt reagieren würdet.
dlga_lord_mission_deliver_message_rejected_rudely_2:lord_mission_deliver_message_rejected_rudely_3|Dann solltet Ihr nun eines Besseren belehrt sein.
dlga_lord_mission_deliver_message_rejected_rudely_2:lord_mission_deliver_message_accepted|Verzeiht meinen Jähzorn, {s65}. Ich werde Euren Brief überbringen.
dlga_lord_mission_deliver_message_rejected_rudely_3:close_window|In Ordnung. Ich werde es in Erinnerung behalten.
dlga_lord_tell_mission:lord_mission_deliver_message.1|Ich muss einen Brief an {s13} von {s15} liefern, der sich momentan in {s4} befinden sollte. Wenn Ihr dorthin unterwegs seid, könntet Ihr ihm dann meinen Brief überbringen? Der Brief muss ihn innerhalb von 40 Tagen erreichen.
dlga_lord_tell_mission:lord_mission_told|Das ist eine Kleinigkeit ... Meine {s17} {s13} hat Ihre Verwandten in {s14} zu besuchen. Die Reise wurde bereits mehrere Male verschoben, da die Straßen voller Räuberpack sind, doch nun will sie sich auf jeden Fall auf den Weg machen, und ich wünsche, dass sie zumindest wohl bewacht reist. Ich vertraue Euch sehr, {playername}, und ich wäre sehr dankbar, wenn Ihr sie nach {s14} eskortieren und für ihre sichere Ankunft sorgen könntet.
dlga_lord_tell_mission:lord_mission_deal_with_bandits_told|Eine Gruppe Banditen hat in meinem Dorf {s1} Zuflucht gesucht. Sie plündern die umliegenden Bauernhöfe und nähren sich an meinen Steuergeldern und meinen Rindern wie die Made vom Speck. Nichts würde ich lieber tun, als diesen Schurken eine Lektion zu erteilen, doch momentan habe ich alle Hände voll, und kann nichts gegen sie unternehmen.
dlga_lord_mission_deal_with_bandits_told:lord_mission_deal_with_bandits_accepted|Grämt Euch nicht, ich werde mich nach {s1} begeben und diesen Abschaum für Euch erledigen.
dlga_lord_mission_deal_with_bandits_told:lord_mission_deal_with_bandits_rejected|Bittet jemand anderen um Hilfe, ich bin zu beschäftigt.
dlga_lord_mission_deal_with_bandits_accepted:close_window|Werdet Ihr das tun? Ihr könnt Euch meines Dankes gewiss sein. Hier ist etwas Geld, dass Eure Ausgaben für den Feldzug decken sollte. Diese Bastarde sollen für andere zu einem abschreckenden Beispiel werden ...
dlga_lord_mission_deal_with_bandits_rejected:lord_pretalk|Ah... nun gut, vergesst einfach, dass ich das Thema angesprochen habe.
dlga_lord_tell_mission:lord_tell_mission_raise_troops|Es beschämt mich gar fürchterlich, {playername}, doch als ich meine Soldaten kürzlich musterte, fielen mir Männer auf, die keine Lanze von einem Holzlöffel unterscheiden können. Ihr seid ein Krieger von gutem Rufe, {playername}. Werdet Ihr einige Truppen für mich ausbilden? Ich wäre Euch sehr dankbar.
dlga_lord_tell_mission_raise_troops:lord_tell_mission_raise_troops_2|Wie viele Mannen benötigt Ihr?
dlga_lord_tell_mission_raise_troops_2:lord_mission_raise_troops_told|Wenn Ihr {reg1} {s14} ausbilden und zu mir bringen könntet, würde das vermutlich genügen.
dlga_lord_mission_raise_troops_told:lord_mission_raise_troops_accepted|Natürlich, {s65}. Gebt mir {reg1} frische Rekruten und ich werde sie zu {s14} ausbilden.
dlga_lord_mission_raise_troops_told:lord_mission_raise_troops_rejected|Ich bin momentan zu beschäftigt, um weitere Rekruten auszubilden.
dlga_lord_mission_raise_troops_accepted:close_window|{playername}, ihr habt eine große Last von meinen Schultern genommen. Ich werde meine Sergeanten veranlassen, die Rekruten Eurem Befehl zu unterstellen. Fürderhin werde ich Euch etwas Geld vorstrecken, um Eure Ausgaben zu decken. Hier, dafür sollte dieses Geldsäckel genug sein. Ich danke Euch für Eure Hilfe.
dlga_lord_mission_raise_troops_rejected:lord_pretalk|Oh, selbstverständlich, so hatte ich mir das vorgestellt. Wohlan, ich wünsche Euch viel Glück.
dlga_lord_tell_mission:lord_mission_collect_taxes_told|Ihr wisst wahrscheinlich, dass ich der Fürst {reg9?der Stadt:des Dorfes} {s3} bin. Dennoch warte ich seit Monaten darauf, dass {s3} mir meine rechtmäßigen Steuergelder und Pachtgebühren zahlt. Anscheinend ist die dortige Bevölkerung kürzlich aufmüpfig geworden, und nun benötige ich jemanden, der sie für mich an ihre Verpflichtungen erinnert ... überzeugt sie mit Gewalt, wenn sie nicht hören wollen. Wenn Ihr meine Steuern für mich eintreibt, werde ich Euch den Fünften der Steuergelder gewähren.
dlga_lord_mission_collect_taxes_told:lord_mission_collect_taxes_accepted|Ein angemessenes Angebot, {s65}. Wir sind uns einig.
dlga_lord_mission_collect_taxes_told:lord_mission_collect_taxes_rejected|Vergebt mir, ich habe keine Zeit dafür.
dlga_lord_mission_collect_taxes_accepted:close_window|Das sind willkommene Neuigkeiten, {playername}. Ich werde Euch mit dieser Angelegenheit betrauen. Denkt daran, diese {reg9?Städter:Bauern} sind listige Füchse - sie werde sämtliche Register ziehen, um mich um mein rechtmäßiges Einkommen zu prellen. Lasst 
dlga_lord_mission_collect_taxes_rejected:lord_pretalk|Oh, ja. Wohlan, ich wünsche Euch viel Glück.
dlga_lord_tell_mission:lord_mission_hunt_down_fugitive_told|Ich habe da eine Sache, bei der Ihr mir helfen könntet: Ein gesetzloser Schurke namens {s4} bereitet mir Schwierigkeiten. Er hat einer meiner Männer ermordet und ist seitdem auf der Flucht vor der Obrigkeit. Ich kann ihn mit seiner schändlichen Tat nicht davonkommen lassen, und so habe ich auf seinen Kopf einen Preis von 300 Dinaren ausgesetzt. Freunde des ermordeten Mannes glauben, dass dieser Mörder bei seinen Klansbrüdern in {s3} Zuflucht gefunden hat. Wenn es Euch gelingt, ihn aufzuspüren und ihn die Härte des Gesetzes spüren zu lassen, ist das Kopfgeld Euer.
dlga_lord_mission_hunt_down_fugitive_told:lord_mission_hunt_down_fugitive_accepted|Ich werde ihn aufspüren und das Gesetz vollstrecken.
dlga_lord_mission_hunt_down_fugitive_told:lord_mission_hunt_down_fugitive_rejected|Ich bin momentan zu beschäftigt, um ihm nachzujagen.
dlga_lord_mission_hunt_down_fugitive_accepted:close_window|Das ist hervorragend, {playername}. Ich und die Familie des Mannes, den er umgebracht hat, werden Euch zu Dank verpflichtet sein. Natürlich wird Euch auch das Kopfgeld gehören, wenn Ihr ihn zur Strecke bringen könnt. Wohlan, gute Jagd!
dlga_lord_mission_hunt_down_fugitive_rejected:lord_pretalk|Wir Ihr wünscht, {playername}. Vermutlich gibt es viele Kopfjäger, die sich gerne dieser Aufgabe annehmen werden ...
dlga_lord_tell_mission:lord_mission_told_kill_local_merchant|Die traurige Wahrheit ist, dass ich einem der Händler hier in {s3} eine beträchtliche Summe Geld schulde. Ich beabsichtige nicht, sie zurück zu zahlen, doch dieser großmäulige Narr hängt die Sache an die große Glocke. Er besaß sogar die Dreistigkeit, mich mit einem Beschwerdebrief an die Handelsgilden und die Banken zu bedrohen – mich! Dadurch würde er meinen guten Ruf ruinieren! Nun brauche ich eine Person, der ich vertrauen kann – jemanden, der für das ewige Schweigen dieses Mannes garantieren kann ...
dlga_lord_mission_told_kill_local_merchant:lord_mission_accepted_kill_local_merchant|Keine Sorge - ich werde ihm bald den Garaus machen.
dlga_lord_mission_told_kill_local_merchant:lord_mission_rejected|Herr, ich bin kein Meuchelmörder. Sucht Euch jemand anderen für Eure Drecksarbeit.
dlga_lord_mission_accepted_kill_local_merchant:close_window|Sehr gut. {playername}, ich vertraue in Eure Fertigkeiten und Eure Verschwiegenheit. Enttäuscht mich nicht. Nun geht und wartet auf meine Benachrichtigung. Ich werde Euch eine Nachricht schicken, wann und wo Ihr den Händler abpassen könnt. Erledigt ihn für mich, und ich werde Euch großzügig belohnen.
dlga_lord_tell_mission:lord_mission_told_meet_spy_in_enemy_town|Ich habe hier eine delikate Angelegenheit, {playername}, um die sich jemand kümmern muss ... und es fehlt mir an vertrauenswürdigen Bediensteten. Tatsache ist, dass ich einen Spion in {s13} habe, der die Vorgänge dort für mich im Auge behält und mir von allem berichtet, dass meine Aufmerksamkeit erfordert. Ich schicke jede Woche jemanden dorthin, um die Berichte des Spions abzuholen und sie mir zu überbringen. Wenn Ihr wollt, könnt Ihr diesen Auftrag übernehmen.
dlga_lord_mission_told_meet_spy_in_enemy_town:quest_meet_spy_in_enemy_town_accepted|Gegen ein bisschen Hinterlist habe ich nichts einzuwenden. Ich bin dabei.
dlga_lord_mission_told_meet_spy_in_enemy_town:quest_meet_spy_in_enemy_town_rejected|Ich muss ablehnen. Solche Nacht-und-Nebel-Aktionen sind nichts für mich.
dlga_quest_meet_spy_in_enemy_town_accepted:quest_meet_spy_in_enemy_town_accepted_response|Ausgezeichnet. Macht Euch sobald wie möglich auf den Weg nach {s13} - der Spion wird schon auf Euch warten.
dlga_quest_meet_spy_in_enemy_town_accepted_response:quest_meet_spy_in_enemy_town_accepted_2|{s13} wird schwer verteidigt. Wie kann ich mich nähern, ohne entdeckt zu werden?
